id|title|body|department|sentiment
1200|Servizio ottimo, camerieri...|Servizio ottimo, camerieri preparati anche alle domande sui prodotti locali ad esempio il vino.|F&B|pos
1201|Ottima cucina di...|Ottima cucina di pesce fresco, buona scelta di vini, servizio gentile e attento.|F&B|pos
1202|Bellissime serate in...|Bellissime serate in questo hotel, sia per un aperitivo cenato al tramonto che per una ottima cena.|F&B|pos
1203|Che dire, veramente...|Che dire, veramente il top. Ottimo il cibo e le specialità suggerite dallo staff.|F&B|pos
1204|Che dire, veramente...|Che dire, veramente il top. Ottimo il cibo e le specialità proposte dallo staff.|F&B|pos
1205|Location suggestiva e...|Location suggestiva e con ottimi taglieri per aperitivo.|F&B|pos
1206|Location affascinante e...|Location affascinante e con ottimi taglieri per aperitivo.|F&B|pos
1207|Ottimi i vini...|Ottimi i vini di loro produzione e squisiti i piatti da poter abbinare|F&B|pos
1208|Ottimi i vini...|Ottimi i vini di loro produzione e squisiti i piatti da poter combinare.|F&B|pos
1209|Al ristorante interno...|Al ristorante interno vasta scelta soprattutto sui vini locali|F&B|pos
1210|Al ristorante interno...|Al ristorante interno vasta scelta soprattutto sui vini autoctoni.|F&B|pos
1211|Al ristorante interno...|Al ristorante interno ampia scelta soprattutto sui vini locali|F&B|pos
1212|Al ristorante interno...|Al ristorante interno ampia scelta soprattutto sui vini autoctoni.|F&B|pos
1213|Cibo buono, scelta...|Cibo buono, scelta ampia e con opzioni vegane o vegetariane.|F&B|pos
1214|Cibo buono, scelta...|Cibo buono, scelta ampia e con possibilità vegane o vegetariane.|F&B|pos
1215|Nella sala ristorante,...|Nella sala ristorante, l'albergo offre anche spettacoli dal vivo, bella atmosfera.|F&B|pos
1216|Nella sala ristorante,...|Nella sala ristorante, l'albergo offre anche esibizioni dal vivo, bella atmosfera.|F&B|pos
1217|Personale gentilissimo e...|Personale gentilissimo e cortese. Sangria top. Cestini con triangoli al mais strepitosi.|F&B|pos
1218|Bar interno con...|Bar interno con ottimi cocktail ed ottima musica.|F&B|pos
1219|Nightclub interno con...|Nightclub interno con bellissime sale, ottima musica e ottimo servizio.|F&B|pos
1220|Cibo buono e...|Cibo buono e sfizioso Prezzi contenuti Esperienza fantastica.|F&B|pos
1221|Cibo buono e...|Cibo buono e sfizioso Prezzi bassi. Esperienza fantastica.|F&B|pos
1222|Cibo buono e...|Cibo buono e appetitoso. Prezzi contenuti Esperienza fantastica.|F&B|pos
1223|Cibo buono e...|Cibo buono e appetitoso. Prezzi bassi. Esperienza fantastica.|F&B|pos
1224|L'albergo offre la...|L'albergo offre la possibilità di pranzare fronte mare con tavoli e divani per godersi un meraviglioso tramonto.|F&B|pos
1225|Menù con ottima...|Menù con ottima scelta sia di piatti che di vino|F&B|pos
1226|Menù con ottima...|Menù con ottima scelta sia di piatti che di bevande.|F&B|pos
1227|Menù con ottima...|Menù con ottima scelta sia di cibo che di vino|F&B|pos
1228|Menù con ottima...|Menù con ottima scelta sia di cibo che di bevande.|F&B|pos
1229|Menù con enorme...|Menù con enorme scelta sia di piatti che di vino|F&B|pos
1230|Menù con enorme...|Menù con enorme scelta sia di piatti che di bevande.|F&B|pos
1231|Menù con enorme...|Menù con enorme scelta sia di cibo che di vino|F&B|pos
1232|Menù con enorme...|Menù con enorme scelta sia di cibo che di bevande.|F&B|pos
1233|Musica in sottofondo,...|Musica in sottofondo, con cocktail e stuzzichini deliziosi.|F&B|pos
1234|La struttura offre...|La struttura offre molti tavoli e gazebo a pochi metri dal mare|F&B|pos
1235|La struttura offre...|La struttura offre molti tavoli e gazebo a pochi metri dal lago.|F&B|pos
1236|La struttura offre...|La struttura offre molti tavoli e gazebo a pochi passi dal mare|F&B|pos
1237|La struttura offre...|La struttura offre molti tavoli e gazebo a pochi passi dal lago.|F&B|pos
1238|Il menù è...|Il menù è più che valido, con tanti prodotti e ricette tipiche del luogo|F&B|pos
1239|Il menù è...|Il menù è più che valido, con tanti prodotti e ricette tipiche del territorio.|F&B|pos
1240|Il menù è...|Il menù è più che valido, con tanti prodotti e ricette caratteristiche del luogo|F&B|pos
1241|Il menù è...|Il menù è più che valido, con tanti prodotti e ricette caratteristiche del territorio.|F&B|pos
1242|Il costo è...|Il costo è medio-alto ma vale assolutamente la pena andarci e anche ritornarci!|F&B|pos
1243|Il costo è...|Il costo è medio-alto ma vale sicuramente la pena andarci e anche ritornarci!|F&B|pos
1244|Apericena sulla terrazza...|Apericena sulla terrazza al tramonto, un’esperienza indimenticabile. Location unica e suggestiva.|F&B|pos
1245|Apericena sulla loggia...|Apericena sulla loggia al tramonto, un’esperienza indimenticabile. Location unica e suggestiva.|F&B|pos
1246|Un'esperienza imperdibile prodotti...|Un'esperienza imperdibile prodotti del territorio, musica in sottofondo e spettacoli dal vivo.|F&B|pos
1247|Un'esperienza irrinunciabile, prodotti...|Un'esperienza irrinunciabile, prodotti del territorio, musica in sottofondo e spettacoli dal vivo.|F&B|pos
1248|Cenare in quest'hotel...|Cenare in quest'hotel è stata un'esplosione di sapori|F&B|pos
1249|Cenare in quest'hotel...|Cenare in quest'hotel è stata un'esplosione di gusti.|F&B|pos
1250|Mangiare in quest'hotel...|Mangiare in quest'hotel è stata un'esplosione di sapori|F&B|pos
1251|Mangiare in quest'hotel...|Mangiare in quest'hotel è stata un'esplosione di gusti.|F&B|pos
1252|Ambiente ideale per...|Ambiente ideale per stare con gli amici e gustare un buon cocktail guardando il tramonto.|F&B|pos
1253|Ambiente ideale per...|Ambiente ideale per stare con gli amici e gustare un buon cocktail ammirando il tramonto.|F&B|pos
1254|Una nota di...|Una nota di merito al personale di sala e di cucina per l’accoglienza e l’attenzione dedicata ai clienti.|F&B|pos
1255|La sala ricevimenti...|La sala ricevimenti è un luogo meraviglioso, sia per il cibo, gli arredi, il personale e la musica.|F&B|pos
1256|Qualità del cibo...|Qualità del cibo ottima, con ingredienti a km 0. Pane sfornato da loro, olio biologico e verdure del loro orto.|F&B|pos
1257|Personale eccellente e...|Personale eccellente e ottime bevande al bar dell'hotel.|F&B|pos
1258|Apprezzabile l'offerta esclusivamente...|Apprezzabile l'offerta esclusivamente vegetariana e vegana.|F&B|pos
1259|Encomiabile l'offerta esclusivamente...|Encomiabile l'offerta esclusivamente vegetariana e vegana.|F&B|pos
1260|lodevole l'offerta esclusivamente...|lodevole l'offerta esclusivamente vegetariana e vegana.|F&B|pos
1261|Vini e pietanze...|Vini e pietanze senza paragone Location top. Consigliato|F&B|pos
1262|Vini e pietanze...|Vini e pietanze senza paragone Location top. Suggerito.|F&B|pos
1263|Vini e pietanze...|Vini e pietanze senza confronto. Location top. Consigliato|F&B|pos
1264|Vini e pietanze...|Vini e pietanze senza confronto. Location top. Suggerito.|F&B|pos
1265|Cibo sfizioso tipico...|Cibo sfizioso tipico del posto. Personale gentile e cordiale.|F&B|pos
1266|Cibo sfizioso caratteristico...|Cibo sfizioso caratteristico del posto. Personale gentile e cordiale.|F&B|pos
1267|Buono l’aperitivo offerto...|Buono l’aperitivo offerto all'arrivo e la scelta presente nella carta dei vini, prezzi nella media.|F&B|pos
1268|Il personale è...|Il personale è gentile e disponibile. Menù vegetariano di ottima qualità.|F&B|pos
1269|Il personale è...|Il personale è gentile e disponibile. Menù vegano di ottima qualità.|F&B|pos
1270|I prezzi delle...|I prezzi delle portate sono adeguati alla qualità e al servizio che viene offerto, cioè gentile e professionale.|F&B|pos
1271|Abbiamo fatto un...|Abbiamo fatto un aperitivo e cenato con dell'ottimo vino proposto dal ragazzo che ci ha servito.|F&B|pos
1272|Si possono scegliere...|Si possono scegliere i piatti da accompagnare al vino o al cocktail anche al bar. Cibo vegetariano cucinato molto bene.|F&B|pos
1273|Buonissime le birre...|Buonissime le birre di loro produzione e molto buono anche il cibo servito.|F&B|pos
1274|Al bar interno...|Al bar interno è possibile sorseggiare ottimi vini in ottima compagnia.|F&B|pos
1275|Esperienza ottima! Piatti...|Esperienza ottima! Piatti appetitosi e ricercati.|F&B|pos
1276|Cibo di alta...|Cibo di alta qualità, molto curata anche la presentazione. Prezzi sotto la media.|F&B|pos
1277|Cibo di alta...|Cibo di alta qualità, molto curata anche la presentazione. Prezzi inferiori la media.|F&B|pos
1278|Cibo di elevata...|Cibo di elevata qualità, molto curata anche la presentazione. Prezzi sotto la media.|F&B|pos
1279|Cibo di elevata...|Cibo di elevata qualità, molto curata anche la presentazione. Prezzi inferiori la media.|F&B|pos
1280|I piatti sono...|I piatti sono molto ben curati il cibo è buono, il personale simpatico|F&B|pos
1281|I piatti sono...|I piatti sono molto ben curati il cibo è buono, il personale accogliente.|F&B|pos
1282|I piatti sono...|I piatti sono molto ben selezionati, il cibo è buono, il personale simpatico|F&B|pos
1283|I piatti sono...|I piatti sono molto ben selezionati, il cibo è buono, il personale accogliente.|F&B|pos
1284|Nelle sale interne...|Nelle sale interne ascolti musicali e degustazioni enologiche.|F&B|pos
1285|Abbiamo prenotato per...|Abbiamo prenotato per una CENA AL BUIO. È stata un’esperienza indimenticabile emozionante.|F&B|pos
1286|Abbiamo prenotato per...|Abbiamo prenotato per una CENA AL BUIO. È stata un’esperienza memorabile, emozionante.|F&B|pos
1287|Una esperienza culinaria...|Una esperienza culinaria meravigliosa all’intento di un contesto semplice ma molto curato.|F&B|pos
1288|Una esperienza culinaria...|Una esperienza culinaria meravigliosa all’intento di un ambiente semplice ma molto curato.|F&B|pos
1289|Menu e vini...|Menu e vini di ottima qualità, personale attento e professionale con un ottima predisposizione verso gli ospiti.|F&B|pos
1290|Ottimo cibo di...|Ottimo cibo di stagione, prezzi giusti, accoglienza al top.|F&B|pos
1291|Il ristorante interno...|Il ristorante interno offre un’esperienza gastronomica raffinata e consapevole.|F&B|pos
1292|Il menu è...|Il menu è un viaggio nella delicatezza, con sapori bilanciati alla perfezione e una leggerezza che non è mai banalità|F&B|pos
1293|Le materie prime...|Le materie prime sono selezionate con una filosofia chiara: stagionalità, filiera corta e rispetto per chi le produce.|F&B|pos
1294|Ogni piatto è...|Ogni piatto è una celebrazione dell’equilibrio, dove la tecnica esalta senza mai sovrastare la purezza degli ingredienti.|F&B|pos
1295|Un punto di...|Un punto di forza è la carta dei vini, attentamente curata con etichette biologiche.|F&B|pos
1296|Un punto di...|Un punto di forza è la carta dei vini, attentamente selezionata con etichette biologiche.|F&B|pos
1297|Il servizio F&B...|Il servizio F&B interno è impeccabile: attento ma mai invadente; staff preparato e appassionato|F&B|pos
1298|Il servizio F&B...|Il servizio F&B interno è impeccabile: attento ma mai invadente; staff preparato e entusiasta.|F&B|pos
1299|Una cucina etica,...|Una cucina etica, delicata e straordinaria, che lascia nel cuore la stessa leggerezza che si sente nel palato.|F&B|pos
1300|Personale gentile ,...|Personale gentile , vino di loro produzione, ottimi drink|F&B|pos
1301|Personale gentile ,...|Personale gentile , vino di loro produzione, ottimi aperitivi.|F&B|pos
1302|Siamo stati a...|Siamo stati a cena e ci siamo trovati benissimo. Piatti molto interessanti e atmosfera accogliente|F&B|pos
1303|Il b&b serve...|Il b&b serve anche ottimo cibo in un ambiente che sa di famiglia, assolutamente da provare.|F&B|pos
1304|Il b&b serve...|Il b&b serve anche ottimo cibo in un ambiente che sa di famiglia, decisamente da provare.|F&B|pos
1305|Buon cibo, vino...|Buon cibo, vino prodotto dalla loro cooperativa. Un processo di inclusione che rende questo posto accogliente e positivo.|F&B|pos
1306|Sono celiaco quindi...|Sono celiaco quindi apprezzo la vasta scelta sul menu. Il servizio era eccellente e l'atmosfera felice.|F&B|pos
1307|Sono allergico quindi...|Sono allergico quindi apprezzo la vasta scelta sul menu. Il servizio era eccellente e l'atmosfera felice.|F&B|pos
1308|Prezzi adeguati e...|Prezzi adeguati e qualità del cibo elevata|F&B|pos
1309|Prezzi adeguati e...|Prezzi adeguati e qualità del cibo superiore.|F&B|pos
1310|Prezzi corretti e...|Prezzi corretti e qualità del cibo elevata|F&B|pos
1311|Prezzi corretti e...|Prezzi corretti e qualità del cibo superiore.|F&B|pos
1312|Cibo molto buono,...|Cibo molto buono, rapporto qualità-prezzo adeguato e soprattutto personale cordiale.|F&B|pos
1313|Cibo molto buono,...|Cibo molto buono, rapporto qualità-prezzo giusto e soprattutto personale cordiale.|F&B|pos
1314|Materia prima eccellente...|Materia prima eccellente ed esaltata sapientemente dalla cottura impeccabile.|F&B|pos
1315|Materia prima eccellente...|Materia prima eccellente ed valorizzata sapientemente dalla cottura impeccabile.|F&B|pos
1316|Molta varietà di...|Molta varietà di bruschette e focacce, farcite con prodotti stagionali. Dolci artigianali e veramente buoni.|F&B|pos
1317|Sapori autentici, ricette...|Sapori autentici, ricette curate nei minimi dettagli presentazioni bellissime da vedere oltre che da gustare.|F&B|pos
1318|Sapori autentici, ricette...|Sapori autentici, ricette curate nei minimi particolari, presentazioni bellissime da vedere oltre che da gustare.|F&B|pos
1319|Un punto di...|Un punto di riferimento per chi ama la cucina vegana e per chi desidera scoprire quanto possa essere deliziosa.|F&B|pos
1320|Dehor interno all'albergo...|Dehor interno all'albergo molto carino e ben curato Buon servizio e buon cibo.|F&B|pos
1321|Dehor interno all'albergo...|Dehor interno all'albergo molto carino e ben strutturato. Buon servizio e buon cibo.|F&B|pos
1322|Al bar dell'albergo...|Al bar dell'albergo è possibile sorseggiare ottimi drink preparati da un barman molto preparato.|F&B|pos
1323|Al bar dell'albergo...|Al bar dell'albergo è possibile bere ottimi drink preparati da un barman molto preparato.|F&B|pos
1324|La zona colazione...|La zona colazione è in una bella sala decorata, piena di atmosfera|F&B|pos
1325|La zona colazione...|La zona colazione è in una bella sala decorata, piena di colori.|F&B|pos
1326|Colazione e cena...|Colazione e cena a buffet buoni. Personale cordiale e accomodante|F&B|pos
1327|La colazione era...|La colazione era buona con una scelta varia e un drink rilassante al bar la sera ottimo.|F&B|pos
1328|I magnifici murales...|I magnifici murales del ristorante e gli splendidi interni decorati erano deliziosi.|F&B|pos
1329|Abbiamo avuto un...|Abbiamo avuto un prosecco in omaggio nella nostra camera che è stato un gesto molto bello|F&B|pos
1330|Abbiamo avuto un...|Abbiamo avuto un prosecco in omaggio nella nostra camera che è stato un gesto molto apprezzato.|F&B|pos
1331|Abbiamo avuto un...|Abbiamo avuto un prosecco in regalo nella nostra camera che è stato un gesto molto bello|F&B|pos
1332|Abbiamo avuto un...|Abbiamo avuto un prosecco in regalo nella nostra camera che è stato un gesto molto apprezzato.|F&B|pos
1333|Buffet aperto molto...|Buffet aperto molto ricco e soddisfacente. E' possibile anche ordinare alla carta per la colazione.|F&B|pos
1334|La colazione è...|La colazione è ottima, ma alcune opzioni in più per i vegetariani sarebbe una bella aggiunta.|F&B|pos
1335|La mini lounge...|La mini lounge esterna è perfetta per un caffè mattutino.|F&B|pos
1336|La mini lounge...|La mini lounge esterna è perfetta per un cappuccino mattutino.|F&B|pos
1337|Il bar interno...|Il bar interno offre qualsiasi tipo di colazione continentale e non.|F&B|pos
1338|Il bar interno...|Il bar interno offre qualsiasi tipo di breakfast, continentale e non.|F&B|pos
1339|Abbiamo fatto un...|Abbiamo fatto un pasto di 3 portate al ristorante, delizioso. La colazione giornaliera era più che adeguata.|F&B|pos
1340|Nell'albergo è presente...|Nell'albergo è presente una terrazza panoramica dove è possibile sorseggiare ottimi drink.|F&B|pos
1341|L'hotel dispone di...|L'hotel dispone di un bar e un ristorante di dimensioni adeguate e ben funzionante.|F&B|pos
1342|Bar e lounge...|Bar e lounge molto belli e con un servizio ottimo e attento.|F&B|pos
1343|Bar e lounge...|Bar e lounge molto curati e con un servizio ottimo e attento.|F&B|pos
1344|Abbiamo particolarmente apprezzato...|Abbiamo particolarmente apprezzato l'abbondante colazione a buffet che offriva opzioni sia calde che fredde.|F&B|pos
1345|La colazione era...|La colazione era molto buona con molta scelta e abbiamo apprezzato molto il pranzo che abbiamo fatto nel ristorante.|F&B|pos
1346|Il ristorante dell'hotel...|Il ristorante dell'hotel serve cibo delizioso. Da provare assolutamente.|F&B|pos
1347|Il ristorante dell'hotel...|Il ristorante dell'hotel serve vino delizioso. Da provare assolutamente.|F&B|pos
1348|Colazione giornaliera inclusa...|Colazione giornaliera inclusa nella tariffa ottima! Selezione di cibo fresco e assortimento di prodotti delizioso.|F&B|pos
1349|Colazione giornaliera compresa...|Colazione giornaliera compresa nella tariffa ottima! Selezione di cibo fresco e assortimento di prodotti delizioso.|F&B|pos
1350|Colazione a buffet...|Colazione a buffet in stile americano davvero spettacolare con molte opzioni|F&B|pos
1351|Colazione a buffet...|Colazione a buffet in stile americano davvero spettacolare con molte scelte.|F&B|pos
1352|Colazione a buffet...|Colazione a buffet in stile americano davvero deliziosa con molte opzioni|F&B|pos
1353|Colazione a buffet...|Colazione a buffet in stile americano davvero deliziosa con molte scelte.|F&B|pos
1354|Colazione a buffet...|Colazione a buffet in stile americano veramente spettacolare con molte opzioni|F&B|pos
1355|Colazione a buffet...|Colazione a buffet in stile americano veramente spettacolare con molte scelte.|F&B|pos
1356|Colazione a buffet...|Colazione a buffet in stile americano veramente deliziosa con molte opzioni|F&B|pos
1357|Colazione a buffet...|Colazione a buffet in stile americano veramente deliziosa con molte scelte.|F&B|pos
1358|Quando siamo partiti...|Quando siamo partiti ci hanno fornito una colazione da asporto spettacolare|F&B|pos
1359|Quando siamo partiti...|Quando siamo partiti ci hanno fornito una colazione da asporto sorprendente!|F&B|pos
1360|Quando siamo partiti...|Quando siamo partiti ci hanno regalato una colazione da asporto spettacolare|F&B|pos
1361|Quando siamo partiti...|Quando siamo partiti ci hanno regalato una colazione da asporto sorprendente!|F&B|pos
1362|Abbondante e ottima...|Abbondante e ottima colazione in camera tutte le mattine. Ottimo|F&B|pos
1363|L'albergo offre la...|L'albergo offre la bellissima possibilità di pranzare sul proprio balcone privato.|F&B|pos
1364|L'albergo offre la...|L'albergo offre la bellissima opportunità di pranzare sul proprio balcone privato.|F&B|pos
1365|L'albergo dà la...|L'albergo dà la bellissima possibilità di pranzare sul proprio balcone privato.|F&B|pos
1366|L'albergo dà la...|L'albergo dà la bellissima opportunità di pranzare sul proprio balcone privato.|F&B|pos
1367|La colazione a...|La colazione a buffet è stata uno dei momenti migliori del nostro viaggio|F&B|pos
1368|La colazione a...|La colazione a buffet è stata uno dei momenti migliori del nostro soggiorno.|F&B|pos
1369|Lo chef dell'hotel...|Lo chef dell'hotel ci ha dato ottimi consigli sui piatti da ordinare.|F&B|pos
1370|In albergo è...|In albergo è presente uno chef molto creativo che prepara ottimi piatti.|F&B|pos
1371|Chef, cuochi, camerieri...|Chef, cuochi, camerieri e tutto il personale di ristorazione davvero bravi.|F&B|pos
1372|Albergo sopra la...|Albergo sopra la media per servizi di f&b interni, sia al bar che al ristorante.|F&B|pos
1373|Il cameriere è...|Il cameriere è stato molto gentile e attento, rendendo la nostra cena davvero piacevole e rilassante.|F&B|pos
1374|Ottima qualità dei...|Ottima qualità dei piatti e servizio impeccabile da parte del cameriere, torneremo sicuramente.|F&B|pos
1375|Prima colazione scarsa...|Prima colazione scarsa e poco varia.|F&B|neg
1376|Prima colazione insufficiente...|Prima colazione insufficiente e poco varia.|F&B|neg
1377|Servizio lento ai...|Servizio lento ai tavoli e personale poco cortese.|F&B|neg
1378|Servizio lento ai...|Servizio lento ai tavoli e cameriere poco cortese.|F&B|neg
1379|Servizio pigro ai...|Servizio pigro ai tavoli e personale poco cortese.|F&B|neg
1380|Servizio pigro ai...|Servizio pigro ai tavoli e cameriere poco cortese.|F&B|neg
1381|Cibo di bassa...|Cibo di bassa qualità e poco appetitoso|F&B|neg
1382|Cibo di bassa...|Cibo di bassa qualità e poco saporito.|F&B|neg
1383|Cibo di bassa...|Cibo di bassa qualità e non appetitoso|F&B|neg
1384|Cibo di bassa...|Cibo di bassa qualità e non saporito.|F&B|neg
1385|Cibo di scarsa...|Cibo di scarsa qualità e poco appetitoso|F&B|neg
1386|Cibo di scarsa...|Cibo di scarsa qualità e poco saporito.|F&B|neg
1387|Cibo di scarsa...|Cibo di scarsa qualità e non appetitoso|F&B|neg
1388|Cibo di scarsa...|Cibo di scarsa qualità e non saporito.|F&B|neg
1389|Cucina da ospedale...|Cucina da ospedale più che ristorante.|F&B|neg
1390|Cucina da clinica,...|Cucina da clinica, più che ristorante.|F&B|neg
1391|pietanze da ospedale...|pietanze da ospedale più che ristorante.|F&B|neg
1392|pietanze da clinica,...|pietanze da clinica, più che ristorante.|F&B|neg
1393|Il cibo era...|Il cibo era terribile Carne sempre dura o poco cotta.|F&B|neg
1394|Il cibo era...|Il cibo era pessimo Carne sempre dura o poco cotta.|F&B|neg
1395|Il cibo era...|Il cibo era penoso. Carne sempre dura o poco cotta.|F&B|neg
1396|Tutti i piatti...|Tutti i piatti sono troppo salati Lunga coda per il cibo appena cotto|F&B|neg
1397|Tutti i piatti...|Tutti i piatti sono troppo salati Lunga coda per il cibo appena preparato.|F&B|neg
1398|Tutti i piatti...|Tutti i piatti sono troppo salati Lunga attesa per il cibo appena cotto|F&B|neg
1399|Tutti i piatti...|Tutti i piatti sono troppo salati Lunga attesa per il cibo appena preparato.|F&B|neg
1400|Tutti i piatti...|Tutti i piatti sono troppo conditi. Lunga coda per il cibo appena cotto|F&B|neg
1401|Tutti i piatti...|Tutti i piatti sono troppo conditi. Lunga coda per il cibo appena preparato.|F&B|neg
1402|Tutti i piatti...|Tutti i piatti sono troppo conditi. Lunga attesa per il cibo appena cotto|F&B|neg
1403|Tutti i piatti...|Tutti i piatti sono troppo conditi. Lunga attesa per il cibo appena preparato.|F&B|neg
1404|Ho trovato un...|Ho trovato un capello nel mio cibo due volte.|F&B|neg
1405|Ho trovato un...|Ho trovato un capello nel mio piatto, due volte.|F&B|neg
1406|Ho trovato un...|Ho trovato un pelo nel mio cibo due volte.|F&B|neg
1407|Ho trovato un...|Ho trovato un pelo nel mio piatto, due volte.|F&B|neg
1408|L'unico succo di...|L'unico succo di frutta che hanno è d'arancia, se non ti piace non bevi nulla. Brioche pessime|F&B|neg
1409|L'unico succo di...|L'unico succo di frutta che hanno è d'arancia, se non ti piace non bevi nulla. Brioche scadenti|F&B|neg
1410|L'unico succo di...|L'unico succo di frutta che hanno è d'arancia, se non ti piace non bevi nulla. Brioche gommose.|F&B|neg
1411|La colazione potrebbe...|La colazione potrebbe avere più opzioni di croissant e caffè specialmente per le persone con diete diverse.|F&B|neg
1412|Nessuna colazione in...|Nessuna colazione in questo hotel; abbiamo dovuto cercare il bar più vicino!|F&B|neg
1413|niente colazione in...|niente colazione in questo hotel; abbiamo dovuto cercare il bar più vicino!|F&B|neg
1414|La colazione è...|La colazione è costituita da un buono per il bar nella via parallela e consiste in un cappuccino e un cornetto. Misera.|F&B|neg
1415|Colazione praticamente inesistente...|Colazione praticamente inesistente e quel poco che c'era, di scarsissima qualità.|F&B|neg
1416|Colazione praticamente inesistente...|Colazione praticamente inesistente e quel poco che c'era, di bassissima qualità.|F&B|neg
1417|Colazione praticamente irrilevante...|Colazione praticamente irrilevante e quel poco che c'era, di scarsissima qualità.|F&B|neg
1418|Colazione praticamente irrilevante...|Colazione praticamente irrilevante e quel poco che c'era, di bassissima qualità.|F&B|neg
1419|Per colazione non...|Per colazione non c'è alcuna scelta, oltre un cappuccino o caffè, nient'altro.|F&B|neg
1420|Per colazione non...|Per colazione non c'è molta scelta, oltre un cappuccino o caffè, nient'altro.|F&B|neg
1421|Colazione un po'...|Colazione un po' misera nelle quantità e qualità dozzinale|F&B|neg
1422|Colazione un po'...|Colazione un po' misera nelle quantità e qualità mediocre.|F&B|neg
1423|Colazione un po'...|Colazione un po' misera nelle volume e qualità dozzinale|F&B|neg
1424|Colazione un po'...|Colazione un po' misera nelle volume e qualità mediocre.|F&B|neg
1425|Colazione povera: servizio...|Colazione povera: servizio lento, brusco e generalmente sub standard.|F&B|neg
1426|Per colazione uno...|Per colazione uno ZERO assoluto|F&B|neg
1427|Per colazione uno...|Per colazione uno ZERO totale.|F&B|neg
1428|La colazione è...|La colazione è a dir poco povera, con cornetti freddi e gommosi|F&B|neg
1429|La colazione è...|La colazione è a dir poco povera, con cornetti freddi e vecchi.|F&B|neg
1430|Penso che alla...|Penso che alla caritas vengano serviti prodotti di qualità migliore|F&B|neg
1431|Penso che alla...|Penso che alla caritas vengano serviti prodotti di qualità superiore.|F&B|neg
1432|credo che alla...|credo che alla caritas vengano serviti prodotti di qualità migliore|F&B|neg
1433|credo che alla...|credo che alla caritas vengano serviti prodotti di qualità superiore.|F&B|neg
1434|La stanzetta per...|La stanzetta per la colazione è piccola e bisogna aspettare che si liberano i tavolini|F&B|neg
1435|La stanzetta per...|La stanzetta per la colazione è piccola e bisogna aspettare che si liberano i posti.|F&B|neg
1436|La stanzetta per...|La stanzetta per la colazione è piccola e bisogna attendere che si liberano i tavolini|F&B|neg
1437|La stanzetta per...|La stanzetta per la colazione è piccola e bisogna attendere che si liberano i posti.|F&B|neg
1438|La stanzetta per...|La stanzetta per la colazione è minuscola e bisogna aspettare che si liberano i tavolini|F&B|neg
1439|La stanzetta per...|La stanzetta per la colazione è minuscola e bisogna aspettare che si liberano i posti.|F&B|neg
1440|La stanzetta per...|La stanzetta per la colazione è minuscola e bisogna attendere che si liberano i tavolini|F&B|neg
1441|La stanzetta per...|La stanzetta per la colazione è minuscola e bisogna attendere che si liberano i posti.|F&B|neg
1442|Quando siamo andati...|Quando siamo andati a fare colazione, le brioche erano già finite|F&B|neg
1443|Quando siamo andati...|Quando siamo andati a fare colazione, le brioche erano già esaurite.|F&B|neg
1444|La colazione era...|La colazione era disponibile alle due macchinette automatiche presenti nella cosidetta hall.|F&B|neg
1445|La colazione inizia...|La colazione inizia alle 9.30 quindi se devi uscire prima, anche se l'hai pagata, niente|F&B|neg
1446|La colazione inizia...|La colazione inizia alle 9.30 quindi se devi uscire prima, anche se l'hai pagata, nulla.|F&B|neg
1447|Cibo scarso pietanze...|Cibo scarso pietanze non appetibili e poca varietà di genere.|F&B|neg
1448|Cibo scarso pietanze...|Cibo scarso pietanze non allettanti e poca varietà di genere.|F&B|neg
1449|Cibo scarso vivande...|Cibo scarso vivande non appetibili e poca varietà di genere.|F&B|neg
1450|Cibo scarso vivande...|Cibo scarso vivande non allettanti e poca varietà di genere.|F&B|neg
1451|Cibo insufficiente, pietanze...|Cibo insufficiente, pietanze non appetibili e poca varietà di genere.|F&B|neg
1452|Cibo insufficiente, pietanze...|Cibo insufficiente, pietanze non allettanti e poca varietà di genere.|F&B|neg
1453|Cibo insufficiente, vivande...|Cibo insufficiente, vivande non appetibili e poca varietà di genere.|F&B|neg
1454|Cibo insufficiente, vivande...|Cibo insufficiente, vivande non allettanti e poca varietà di genere.|F&B|neg
1455|Il cibo definito...|Il cibo definito gourmet, era invece scadente e cucinato male.|F&B|neg
1456|I camerieri cominciano...|I camerieri cominciano a sparecchiare il nostro tavolo nonostante stessimo ancora finendo il primo piatto.|F&B|neg
1457|I camerieri cominciano...|I camerieri cominciano a sgombrare il nostro tavolo nonostante stessimo ancora finendo il primo piatto.|F&B|neg
1458|Bar poco fornito...|Bar poco fornito e caffè bruciato. Colazione medio bassa.|F&B|neg
1459|Bar poco attrezzato...|Bar poco attrezzato e caffè bruciato. Colazione medio bassa.|F&B|neg
1460|Quello che offre...|Quello che offre il menù è davvero troppo poco.|F&B|neg
1461|Il servizio lascia...|Il servizio lascia a desiderare, mancavano quasi sempre i piatti al momento dell'arrivo della portata.|F&B|neg
1462|Abbiamo atteso invano...|Abbiamo atteso invano il somelier per dei consigli sul vino, che non è mai arrivato.|F&B|neg
1463|Abbiamo atteso invano...|Abbiamo atteso invano il somelier per dei suggerimenti sul vino, che non è mai arrivato.|F&B|neg
1464|Alla richiesta se...|Alla richiesta se il pesce fosse crudo o cotto ci è stato risposto Boh!|F&B|neg
