id|title|body|department|sentiment|preprocessed_body
1162|approvo molto l’uso...|approvo molto l’uso di ingredienti biologici e a km zero, si sente la differenza nel gusto.|F&B|pos|approvo molto l uso di ingredienti biologici e a km zero si sente la differenza nel gusto
1163|Il menù propone...|Il menù propone piatti originali e creativi, un’esperienza culinaria unica|F&B|pos|il menù propone piatti originali e creativi un esperienza culinaria unica
1164|Il menù propone...|Il menù propone piatti originali e creativi, un’esperienza culinaria indimenticabile.|F&B|pos|il menù propone piatti originali e creativi un esperienza culinaria indimenticabile
1165|Il menù propone...|Il menù propone piatti originali e creativi, un’esperienza gastronomica unica|F&B|pos|il menù propone piatti originali e creativi un esperienza gastronomica unica
1166|Il menù propone...|Il menù propone piatti originali e creativi, un’esperienza gastronomica indimenticabile.|F&B|pos|il menù propone piatti originali e creativi un esperienza gastronomica indimenticabile
1167|Il menù suggerisce...|Il menù suggerisce piatti originali e creativi, un’esperienza culinaria unica|F&B|pos|il menù suggerisce piatti originali e creativi un esperienza culinaria unica
1168|Il menù suggerisce...|Il menù suggerisce piatti originali e creativi, un’esperienza culinaria indimenticabile.|F&B|pos|il menù suggerisce piatti originali e creativi un esperienza culinaria indimenticabile
1169|Il menù suggerisce...|Il menù suggerisce piatti originali e creativi, un’esperienza gastronomica unica|F&B|pos|il menù suggerisce piatti originali e creativi un esperienza gastronomica unica
1170|Il menù suggerisce...|Il menù suggerisce piatti originali e creativi, un’esperienza gastronomica indimenticabile.|F&B|pos|il menù suggerisce piatti originali e creativi un esperienza gastronomica indimenticabile
1171|Ogni portata è...|Ogni portata è un’esplosione di sapori e profumi, presentata con grande cura.|F&B|pos|ogni portata é un esplosione di sapori e profumi presentata con grande cura
1172|Ogni portata è...|Ogni portata è un’esplosione di sapori e profumi, esibita con grande cura.|F&B|pos|ogni portata é un esplosione di sapori e profumi esibita con grande cura
1173|Ogni pietanza è...|Ogni pietanza è un’esplosione di sapori e profumi, presentata con grande cura.|F&B|pos|ogni pietanza é un esplosione di sapori e profumi presentata con grande cura
1174|Ogni pietanza è...|Ogni pietanza è un’esplosione di sapori e profumi, esibita con grande cura.|F&B|pos|ogni pietanza é un esplosione di sapori e profumi esibita con grande cura
1175|Il piatto corrisponde...|Il piatto corrisponde esattamente alla descrizione del menù, nessuna sorpresa.|F&B|pos|il piatto corrisponde esattamente alla descrizione del menù nessuna sorpresa
1176|Personale attento e...|Personale attento e disponibile a modificare i piatti per le mie allergie.|F&B|pos|personale attento e disponibile a modificare i piatti per le mie allergie
1177|Personale attento e...|Personale attento e disponibile a variare i piatti per le mie allergie.|F&B|pos|personale attento e disponibile a variare i piatti per le mie allergie
1178|Personale pronto e...|Personale pronto e disponibile a modificare i piatti per le mie allergie.|F&B|pos|personale pronto e disponibile a modificare i piatti per le mie allergie
1179|Personale pronto e...|Personale pronto e disponibile a variare i piatti per le mie allergie.|F&B|pos|personale pronto e disponibile a variare i piatti per le mie allergie
1180|La degustazione di...|La degustazione di vini abbinati ai piatti è stata perfetta, consigliata!|F&B|pos|la degustazione di vini abbinati ai piatti é stata perfetta consigliata
1181|Il servizio in...|Il servizio in camera è stato puntuale e preciso molto comodo.|F&B|pos|il servizio in camera é stato puntuale e preciso molto comodo
1182|Il servizio in...|Il servizio in camera è stato puntuale e rigoroso, molto comodo.|F&B|pos|il servizio in camera é stato puntuale e rigoroso molto comodo
1183|Il servizio in...|Il servizio in camera è stato tempestivo e preciso molto comodo.|F&B|pos|il servizio in camera é stato tempestivo e preciso molto comodo
1184|Il servizio in...|Il servizio in camera è stato tempestivo e rigoroso, molto comodo.|F&B|pos|il servizio in camera é stato tempestivo e rigoroso molto comodo
1185|Ottimo rapporto qualità-prezzo,...|Ottimo rapporto qualità-prezzo, piatti di qualità a prezzi giusti|F&B|pos|ottimo rapporto qualità prezzo piatti di qualità a prezzi giusti
1186|Ottimo rapporto qualità-prezzo,...|Ottimo rapporto qualità-prezzo, piatti di qualità a prezzi corretti.|F&B|pos|ottimo rapporto qualità prezzo piatti di qualità a prezzi corretti
1187|Cenone di capodanno...|Cenone di capodanno ottimo, gentilezza e professionalità dello chef e del personale di sala impareggiabile|F&B|pos|cenone di capodanno ottimo gentilezza e professionalità dello chef e del personale di sala impareggiabile
1188|Cenone di capodanno...|Cenone di capodanno ottimo, gentilezza e professionalità dello chef e del personale di sala incomparabile.|F&B|pos|cenone di capodanno ottimo gentilezza e professionalità dello chef e del personale di sala incomparabile
1189|Colazione in camera...|Colazione in camera ottima e rigenerante con vista panoramica mozzafiato|F&B|pos|colazione in camera ottima e rigenerante con vista panoramica mozzafiato
1190|Colazione in camera...|Colazione in camera ottima e rigenerante con vista panoramica emozionante.|F&B|pos|colazione in camera ottima e rigenerante con vista panoramica emozionante
1191|Abbiamo dormito nel...|Abbiamo dormito nel B&b e cenato nella struttura, tutto divino|F&B|pos|abbiamo dormito nel b&b e cenato nella struttura tutto divino
1192|Abbiamo dormito nel...|Abbiamo dormito nel B&b e cenato nella struttura, tutto superbo!|F&B|pos|abbiamo dormito nel b&b e cenato nella struttura tutto superbo
1193|Abbiamo dormito nel...|Abbiamo dormito nel B&b e pranzato nella struttura, tutto divino|F&B|pos|abbiamo dormito nel b&b e pranzato nella struttura tutto divino
1194|Abbiamo dormito nel...|Abbiamo dormito nel B&b e pranzato nella struttura, tutto superbo!|F&B|pos|abbiamo dormito nel b&b e pranzato nella struttura tutto superbo
1195|Cena al ristorante...|Cena al ristorante interno top, con un menù non troppo ampio ma sufficiente per soddisfare ogni esigenza|F&B|pos|cena al ristorante interno top con un menù non troppo ampio ma sufficiente per soddisfare ogni esigenza
1196|Cena al ristorante...|Cena al ristorante interno top, con un menù non troppo ampio ma sufficiente per soddisfare ogni necessità.|F&B|pos|cena al ristorante interno top con un menù non troppo ampio ma sufficiente per soddisfare ogni necessità
1197|Ogni pasto viene...|Ogni pasto viene preparato al momento in una splendida cucina a vista.|F&B|pos|ogni pasto viene preparato al momento in una splendida cucina a vista
1198|Il cameriere è...|Il cameriere è stato molto gentile e sempre disponibile.|F&B|pos|il cameriere é stato molto gentile e sempre disponibile
1199|Il cameriere è...|Il cameriere è stato molto affabile e sempre disponibile.|F&B|pos|il cameriere é stato molto affabile e sempre disponibile
1200|Servizio ottimo, camerieri...|Servizio ottimo, camerieri preparati anche alle domande sui prodotti locali ad esempio il vino.|F&B|pos|servizio ottimo camerieri preparati anche alle domande sui prodotti locali ad esempio il vino
1201|Ottima cucina di...|Ottima cucina di pesce fresco, buona scelta di vini, servizio gentile e attento.|F&B|pos|ottima cucina di pesce fresco buona scelta di vini servizio gentile e attento
1202|Bellissime serate in...|Bellissime serate in questo hotel, sia per un aperitivo cenato al tramonto che per una ottima cena.|F&B|pos|bellissime serate in questo hotel sia per un aperitivo cenato al tramonto che per una ottima cena
1203|Che dire, veramente...|Che dire, veramente il top. Ottimo il cibo e le specialità suggerite dallo staff.|F&B|pos|che dire veramente il top ottimo il cibo e le specialità suggerite dallo staff
1204|Che dire, veramente...|Che dire, veramente il top. Ottimo il cibo e le specialità proposte dallo staff.|F&B|pos|che dire veramente il top ottimo il cibo e le specialità proposte dallo staff
1205|Location suggestiva e...|Location suggestiva e con ottimi taglieri per aperitivo.|F&B|pos|location suggestiva e con ottimi taglieri per aperitivo
1206|Location affascinante e...|Location affascinante e con ottimi taglieri per aperitivo.|F&B|pos|location affascinante e con ottimi taglieri per aperitivo
1207|Ottimi i vini...|Ottimi i vini di loro produzione e squisiti i piatti da poter abbinare|F&B|pos|ottimi i vini di loro produzione e squisiti i piatti da poter abbinare
1208|Ottimi i vini...|Ottimi i vini di loro produzione e squisiti i piatti da poter combinare.|F&B|pos|ottimi i vini di loro produzione e squisiti i piatti da poter combinare
1209|Al ristorante interno...|Al ristorante interno vasta scelta soprattutto sui vini locali|F&B|pos|al ristorante interno vasta scelta soprattutto sui vini locali
1210|Al ristorante interno...|Al ristorante interno vasta scelta soprattutto sui vini autoctoni.|F&B|pos|al ristorante interno vasta scelta soprattutto sui vini autoctoni
1211|Al ristorante interno...|Al ristorante interno ampia scelta soprattutto sui vini locali|F&B|pos|al ristorante interno ampia scelta soprattutto sui vini locali
1212|Al ristorante interno...|Al ristorante interno ampia scelta soprattutto sui vini autoctoni.|F&B|pos|al ristorante interno ampia scelta soprattutto sui vini autoctoni
1213|Cibo buono, scelta...|Cibo buono, scelta ampia e con opzioni vegane o vegetariane.|F&B|pos|cibo buono scelta ampia e con opzioni vegane o vegetariane
1214|Cibo buono, scelta...|Cibo buono, scelta ampia e con possibilità vegane o vegetariane.|F&B|pos|cibo buono scelta ampia e con possibilità vegane o vegetariane
1215|Nella sala ristorante,...|Nella sala ristorante, l'albergo offre anche spettacoli dal vivo, bella atmosfera.|F&B|pos|nella sala ristorante l albergo offre anche spettacoli dal vivo bella atmosfera
1216|Nella sala ristorante,...|Nella sala ristorante, l'albergo offre anche esibizioni dal vivo, bella atmosfera.|F&B|pos|nella sala ristorante l albergo offre anche esibizioni dal vivo bella atmosfera
1217|Personale gentilissimo e...|Personale gentilissimo e cortese. Sangria top. Cestini con triangoli al mais strepitosi.|F&B|pos|personale gentilissimo e cortese sangria top cestini con triangoli al mais strepitosi
1218|Bar interno con...|Bar interno con ottimi cocktail ed ottima musica.|F&B|pos|bar interno con ottimi cocktail ed ottima musica
1219|Nightclub interno con...|Nightclub interno con bellissime sale, ottima musica e ottimo servizio.|F&B|pos|nightclub interno con bellissime sale ottima musica e ottimo servizio
1220|Cibo buono e...|Cibo buono e sfizioso Prezzi contenuti Esperienza fantastica.|F&B|pos|cibo buono e sfizioso prezzi contenuti esperienza fantastica
1221|Cibo buono e...|Cibo buono e sfizioso Prezzi bassi. Esperienza fantastica.|F&B|pos|cibo buono e sfizioso prezzi bassi esperienza fantastica
1222|Cibo buono e...|Cibo buono e appetitoso. Prezzi contenuti Esperienza fantastica.|F&B|pos|cibo buono e appetitoso prezzi contenuti esperienza fantastica
1223|Cibo buono e...|Cibo buono e appetitoso. Prezzi bassi. Esperienza fantastica.|F&B|pos|cibo buono e appetitoso prezzi bassi esperienza fantastica
1224|L'albergo offre la...|L'albergo offre la possibilità di pranzare fronte mare con tavoli e divani per godersi un meraviglioso tramonto.|F&B|pos|l albergo offre la possibilità di pranzare fronte mare con tavoli e divani per godersi un meraviglioso tramonto
1225|Menù con ottima...|Menù con ottima scelta sia di piatti che di vino|F&B|pos|menù con ottima scelta sia di piatti che di vino
1226|Menù con ottima...|Menù con ottima scelta sia di piatti che di bevande.|F&B|pos|menù con ottima scelta sia di piatti che di bevande
1227|Menù con ottima...|Menù con ottima scelta sia di cibo che di vino|F&B|pos|menù con ottima scelta sia di cibo che di vino
1228|Menù con ottima...|Menù con ottima scelta sia di cibo che di bevande.|F&B|pos|menù con ottima scelta sia di cibo che di bevande
1229|Menù con enorme...|Menù con enorme scelta sia di piatti che di vino|F&B|pos|menù con enorme scelta sia di piatti che di vino
1230|Menù con enorme...|Menù con enorme scelta sia di piatti che di bevande.|F&B|pos|menù con enorme scelta sia di piatti che di bevande
1231|Menù con enorme...|Menù con enorme scelta sia di cibo che di vino|F&B|pos|menù con enorme scelta sia di cibo che di vino
1232|Menù con enorme...|Menù con enorme scelta sia di cibo che di bevande.|F&B|pos|menù con enorme scelta sia di cibo che di bevande
1233|Musica in sottofondo,...|Musica in sottofondo, con cocktail e stuzzichini deliziosi.|F&B|pos|musica in sottofondo con cocktail e stuzzichini deliziosi
1234|La struttura offre...|La struttura offre molti tavoli e gazebo a pochi metri dal mare|F&B|pos|la struttura offre molti tavoli e gazebo a pochi metri dal mare
1235|La struttura offre...|La struttura offre molti tavoli e gazebo a pochi metri dal lago.|F&B|pos|la struttura offre molti tavoli e gazebo a pochi metri dal lago
1236|La struttura offre...|La struttura offre molti tavoli e gazebo a pochi passi dal mare|F&B|pos|la struttura offre molti tavoli e gazebo a pochi passi dal mare
1237|La struttura offre...|La struttura offre molti tavoli e gazebo a pochi passi dal lago.|F&B|pos|la struttura offre molti tavoli e gazebo a pochi passi dal lago
1238|Il menù è...|Il menù è più che valido, con tanti prodotti e ricette tipiche del luogo|F&B|pos|il menù é più che valido con tanti prodotti e ricette tipiche del luogo
1239|Il menù è...|Il menù è più che valido, con tanti prodotti e ricette tipiche del territorio.|F&B|pos|il menù é più che valido con tanti prodotti e ricette tipiche del territorio
1240|Il menù è...|Il menù è più che valido, con tanti prodotti e ricette caratteristiche del luogo|F&B|pos|il menù é più che valido con tanti prodotti e ricette caratteristiche del luogo
1241|Il menù è...|Il menù è più che valido, con tanti prodotti e ricette caratteristiche del territorio.|F&B|pos|il menù é più che valido con tanti prodotti e ricette caratteristiche del territorio
1242|Il costo è...|Il costo è medio-alto ma vale assolutamente la pena andarci e anche ritornarci!|F&B|pos|il costo é medio alto ma vale assolutamente la pena andarci e anche ritornarci
1243|Il costo è...|Il costo è medio-alto ma vale sicuramente la pena andarci e anche ritornarci!|F&B|pos|il costo é medio alto ma vale sicuramente la pena andarci e anche ritornarci
1244|Apericena sulla terrazza...|Apericena sulla terrazza al tramonto, un’esperienza indimenticabile. Location unica e suggestiva.|F&B|pos|apericena sulla terrazza al tramonto un esperienza indimenticabile location unica e suggestiva
1245|Apericena sulla loggia...|Apericena sulla loggia al tramonto, un’esperienza indimenticabile. Location unica e suggestiva.|F&B|pos|apericena sulla loggia al tramonto un esperienza indimenticabile location unica e suggestiva
1246|Un'esperienza imperdibile prodotti...|Un'esperienza imperdibile prodotti del territorio, musica in sottofondo e spettacoli dal vivo.|F&B|pos|un esperienza imperdibile prodotti del territorio musica in sottofondo e spettacoli dal vivo
1247|Un'esperienza irrinunciabile, prodotti...|Un'esperienza irrinunciabile, prodotti del territorio, musica in sottofondo e spettacoli dal vivo.|F&B|pos|un esperienza irrinunciabile prodotti del territorio musica in sottofondo e spettacoli dal vivo
1248|Cenare in quest'hotel...|Cenare in quest'hotel è stata un'esplosione di sapori|F&B|pos|cenare in quest hotel é stata un esplosione di sapori
1249|Cenare in quest'hotel...|Cenare in quest'hotel è stata un'esplosione di gusti.|F&B|pos|cenare in quest hotel é stata un esplosione di gusti
1250|Mangiare in quest'hotel...|Mangiare in quest'hotel è stata un'esplosione di sapori|F&B|pos|mangiare in quest hotel é stata un esplosione di sapori
1251|Mangiare in quest'hotel...|Mangiare in quest'hotel è stata un'esplosione di gusti.|F&B|pos|mangiare in quest hotel é stata un esplosione di gusti
1252|Ambiente ideale per...|Ambiente ideale per stare con gli amici e gustare un buon cocktail guardando il tramonto.|F&B|pos|ambiente ideale per stare con gli amici e gustare un buon cocktail guardando il tramonto
1253|Ambiente ideale per...|Ambiente ideale per stare con gli amici e gustare un buon cocktail ammirando il tramonto.|F&B|pos|ambiente ideale per stare con gli amici e gustare un buon cocktail ammirando il tramonto
1254|Una nota di...|Una nota di merito al personale di sala e di cucina per l’accoglienza e l’attenzione dedicata ai clienti.|F&B|pos|una nota di merito al personale di sala e di cucina per l accoglienza e l attenzione dedicata ai clienti
1255|La sala ricevimenti...|La sala ricevimenti è un luogo meraviglioso, sia per il cibo, gli arredi, il personale e la musica.|F&B|pos|la sala ricevimenti é un luogo meraviglioso sia per il cibo gli arredi il personale e la musica
1256|Qualità del cibo...|Qualità del cibo ottima, con ingredienti a km 0. Pane sfornato da loro, olio biologico e verdure del loro orto.|F&B|pos|qualità del cibo ottima con ingredienti a km 0 pane sfornato da loro olio biologico e verdure del loro orto
1257|Personale eccellente e...|Personale eccellente e ottime bevande al bar dell'hotel.|F&B|pos|personale eccellente e ottime bevande al bar dell hotel
1258|Apprezzabile l'offerta esclusivamente...|Apprezzabile l'offerta esclusivamente vegetariana e vegana.|F&B|pos|apprezzabile l offerta esclusivamente vegetariana e vegana
1259|Encomiabile l'offerta esclusivamente...|Encomiabile l'offerta esclusivamente vegetariana e vegana.|F&B|pos|encomiabile l offerta esclusivamente vegetariana e vegana
1260|lodevole l'offerta esclusivamente...|lodevole l'offerta esclusivamente vegetariana e vegana.|F&B|pos|lodevole l offerta esclusivamente vegetariana e vegana
1261|Vini e pietanze...|Vini e pietanze senza paragone Location top. Consigliato|F&B|pos|vini e pietanze senza paragone location top consigliato
1262|Vini e pietanze...|Vini e pietanze senza paragone Location top. Suggerito.|F&B|pos|vini e pietanze senza paragone location top suggerito
1263|Vini e pietanze...|Vini e pietanze senza confronto. Location top. Consigliato|F&B|pos|vini e pietanze senza confronto location top consigliato
1264|Vini e pietanze...|Vini e pietanze senza confronto. Location top. Suggerito.|F&B|pos|vini e pietanze senza confronto location top suggerito
1265|Cibo sfizioso tipico...|Cibo sfizioso tipico del posto. Personale gentile e cordiale.|F&B|pos|cibo sfizioso tipico del posto personale gentile e cordiale
1266|Cibo sfizioso caratteristico...|Cibo sfizioso caratteristico del posto. Personale gentile e cordiale.|F&B|pos|cibo sfizioso caratteristico del posto personale gentile e cordiale
1267|Buono l’aperitivo offerto...|Buono l’aperitivo offerto all'arrivo e la scelta presente nella carta dei vini, prezzi nella media.|F&B|pos|buono l aperitivo offerto all arrivo e la scelta presente nella carta dei vini prezzi nella media
1268|Il personale è...|Il personale è gentile e disponibile. Menù vegetariano di ottima qualità.|F&B|pos|il personale é gentile e disponibile menù vegetariano di ottima qualità
1269|Il personale è...|Il personale è gentile e disponibile. Menù vegano di ottima qualità.|F&B|pos|il personale é gentile e disponibile menù vegano di ottima qualità
1270|I prezzi delle...|I prezzi delle portate sono adeguati alla qualità e al servizio che viene offerto, cioè gentile e professionale.|F&B|pos|i prezzi delle portate sono adeguati alla qualità e al servizio che viene offerto cioé gentile e professionale
1271|Abbiamo fatto un...|Abbiamo fatto un aperitivo e cenato con dell'ottimo vino proposto dal ragazzo che ci ha servito.|F&B|pos|abbiamo fatto un aperitivo e cenato con dell ottimo vino proposto dal ragazzo che ci ha servito
1272|Si possono scegliere...|Si possono scegliere i piatti da accompagnare al vino o al cocktail anche al bar. Cibo vegetariano cucinato molto bene.|F&B|pos|si possono scegliere i piatti da accompagnare al vino o al cocktail anche al bar cibo vegetariano cucinato molto bene
1273|Buonissime le birre...|Buonissime le birre di loro produzione e molto buono anche il cibo servito.|F&B|pos|buonissime le birre di loro produzione e molto buono anche il cibo servito
1274|Al bar interno...|Al bar interno è possibile sorseggiare ottimi vini in ottima compagnia.|F&B|pos|al bar interno é possibile sorseggiare ottimi vini in ottima compagnia
1275|Esperienza ottima! Piatti...|Esperienza ottima! Piatti appetitosi e ricercati.|F&B|pos|esperienza ottima piatti appetitosi e ricercati
1276|Cibo di alta...|Cibo di alta qualità, molto curata anche la presentazione. Prezzi sotto la media.|F&B|pos|cibo di alta qualità molto curata anche la presentazione prezzi sotto la media
1277|Cibo di alta...|Cibo di alta qualità, molto curata anche la presentazione. Prezzi inferiori la media.|F&B|pos|cibo di alta qualità molto curata anche la presentazione prezzi inferiori la media
1278|Cibo di elevata...|Cibo di elevata qualità, molto curata anche la presentazione. Prezzi sotto la media.|F&B|pos|cibo di elevata qualità molto curata anche la presentazione prezzi sotto la media
1279|Cibo di elevata...|Cibo di elevata qualità, molto curata anche la presentazione. Prezzi inferiori la media.|F&B|pos|cibo di elevata qualità molto curata anche la presentazione prezzi inferiori la media
1280|I piatti sono...|I piatti sono molto ben curati il cibo è buono, il personale simpatico|F&B|pos|i piatti sono molto ben curati il cibo é buono il personale simpatico
1281|I piatti sono...|I piatti sono molto ben curati il cibo è buono, il personale accogliente.|F&B|pos|i piatti sono molto ben curati il cibo é buono il personale accogliente
1282|I piatti sono...|I piatti sono molto ben selezionati, il cibo è buono, il personale simpatico|F&B|pos|i piatti sono molto ben selezionati il cibo é buono il personale simpatico
1283|I piatti sono...|I piatti sono molto ben selezionati, il cibo è buono, il personale accogliente.|F&B|pos|i piatti sono molto ben selezionati il cibo é buono il personale accogliente
1284|Nelle sale interne...|Nelle sale interne ascolti musicali e degustazioni enologiche.|F&B|pos|nelle sale interne ascolti musicali e degustazioni enologiche
1285|Abbiamo prenotato per...|Abbiamo prenotato per una CENA AL BUIO. È stata un’esperienza indimenticabile emozionante.|F&B|pos|abbiamo prenotato per una cena al buio é stata un esperienza indimenticabile emozionante
1286|Abbiamo prenotato per...|Abbiamo prenotato per una CENA AL BUIO. È stata un’esperienza memorabile, emozionante.|F&B|pos|abbiamo prenotato per una cena al buio é stata un esperienza memorabile emozionante
1287|Una esperienza culinaria...|Una esperienza culinaria meravigliosa all’intento di un contesto semplice ma molto curato.|F&B|pos|una esperienza culinaria meravigliosa all intento di un contesto semplice ma molto curato
1288|Una esperienza culinaria...|Una esperienza culinaria meravigliosa all’intento di un ambiente semplice ma molto curato.|F&B|pos|una esperienza culinaria meravigliosa all intento di un ambiente semplice ma molto curato
1289|Menu e vini...|Menu e vini di ottima qualità, personale attento e professionale con un ottima predisposizione verso gli ospiti.|F&B|pos|menu e vini di ottima qualità personale attento e professionale con un ottima predisposizione verso gli ospiti
1290|Ottimo cibo di...|Ottimo cibo di stagione, prezzi giusti, accoglienza al top.|F&B|pos|ottimo cibo di stagione prezzi giusti accoglienza al top
1291|Il ristorante interno...|Il ristorante interno offre un’esperienza gastronomica raffinata e consapevole.|F&B|pos|il ristorante interno offre un esperienza gastronomica raffinata e consapevole
1292|Il menu è...|Il menu è un viaggio nella delicatezza, con sapori bilanciati alla perfezione e una leggerezza che non è mai banalità|F&B|pos|il menu é un viaggio nella delicatezza con sapori bilanciati alla perfezione e una leggerezza che non é mai banalità
1293|Le materie prime...|Le materie prime sono selezionate con una filosofia chiara: stagionalità, filiera corta e rispetto per chi le produce.|F&B|pos|le materie prime sono selezionate con una filosofia chiara stagionalità filiera corta e rispetto per chi le produce
1294|Ogni piatto è...|Ogni piatto è una celebrazione dell’equilibrio, dove la tecnica esalta senza mai sovrastare la purezza degli ingredienti.|F&B|pos|ogni piatto é una celebrazione dell equilibrio dove la tecnica esalta senza mai sovrastare la purezza degli ingredienti
1295|Un punto di...|Un punto di forza è la carta dei vini, attentamente curata con etichette biologiche.|F&B|pos|un punto di forza é la carta dei vini attentamente curata con etichette biologiche
1296|Un punto di...|Un punto di forza è la carta dei vini, attentamente selezionata con etichette biologiche.|F&B|pos|un punto di forza é la carta dei vini attentamente selezionata con etichette biologiche
1297|Il servizio F&B...|Il servizio F&B interno è impeccabile: attento ma mai invadente; staff preparato e appassionato|F&B|pos|il servizio f&b interno é impeccabile attento ma mai invadente staff preparato e appassionato
1298|Il servizio F&B...|Il servizio F&B interno è impeccabile: attento ma mai invadente; staff preparato e entusiasta.|F&B|pos|il servizio f&b interno é impeccabile attento ma mai invadente staff preparato e entusiasta
1299|Una cucina etica,...|Una cucina etica, delicata e straordinaria, che lascia nel cuore la stessa leggerezza che si sente nel palato.|F&B|pos|una cucina etica delicata e straordinaria che lascia nel cuore la stessa leggerezza che si sente nel palato
1300|Personale gentile ,...|Personale gentile , vino di loro produzione, ottimi drink|F&B|pos|personale gentile vino di loro produzione ottimi drink
1301|Personale gentile ,...|Personale gentile , vino di loro produzione, ottimi aperitivi.|F&B|pos|personale gentile vino di loro produzione ottimi aperitivi
1302|Siamo stati a...|Siamo stati a cena e ci siamo trovati benissimo. Piatti molto interessanti e atmosfera accogliente|F&B|pos|siamo stati a cena e ci siamo trovati benissimo piatti molto interessanti e atmosfera accogliente
1303|Il b&b serve...|Il b&b serve anche ottimo cibo in un ambiente che sa di famiglia, assolutamente da provare.|F&B|pos|il b&b serve anche ottimo cibo in un ambiente che sa di famiglia assolutamente da provare
1304|Il b&b serve...|Il b&b serve anche ottimo cibo in un ambiente che sa di famiglia, decisamente da provare.|F&B|pos|il b&b serve anche ottimo cibo in un ambiente che sa di famiglia decisamente da provare
1305|Buon cibo, vino...|Buon cibo, vino prodotto dalla loro cooperativa. Un processo di inclusione che rende questo posto accogliente e positivo.|F&B|pos|buon cibo vino prodotto dalla loro cooperativa un processo di inclusione che rende questo posto accogliente e positivo
1306|Sono celiaco quindi...|Sono celiaco quindi apprezzo la vasta scelta sul menu. Il servizio era eccellente e l'atmosfera felice.|F&B|pos|sono celiaco quindi apprezzo la vasta scelta sul menu il servizio era eccellente e l atmosfera felice
1307|Sono allergico quindi...|Sono allergico quindi apprezzo la vasta scelta sul menu. Il servizio era eccellente e l'atmosfera felice.|F&B|pos|sono allergico quindi apprezzo la vasta scelta sul menu il servizio era eccellente e l atmosfera felice
1308|Prezzi adeguati e...|Prezzi adeguati e qualità del cibo elevata|F&B|pos|prezzi adeguati e qualità del cibo elevata
1309|Prezzi adeguati e...|Prezzi adeguati e qualità del cibo superiore.|F&B|pos|prezzi adeguati e qualità del cibo superiore
1310|Prezzi corretti e...|Prezzi corretti e qualità del cibo elevata|F&B|pos|prezzi corretti e qualità del cibo elevata
1311|Prezzi corretti e...|Prezzi corretti e qualità del cibo superiore.|F&B|pos|prezzi corretti e qualità del cibo superiore
1312|Cibo molto buono,...|Cibo molto buono, rapporto qualità-prezzo adeguato e soprattutto personale cordiale.|F&B|pos|cibo molto buono rapporto qualità prezzo adeguato e soprattutto personale cordiale
1313|Cibo molto buono,...|Cibo molto buono, rapporto qualità-prezzo giusto e soprattutto personale cordiale.|F&B|pos|cibo molto buono rapporto qualità prezzo giusto e soprattutto personale cordiale
1314|Materia prima eccellente...|Materia prima eccellente ed esaltata sapientemente dalla cottura impeccabile.|F&B|pos|materia prima eccellente ed esaltata sapientemente dalla cottura impeccabile
1315|Materia prima eccellente...|Materia prima eccellente ed valorizzata sapientemente dalla cottura impeccabile.|F&B|pos|materia prima eccellente ed valorizzata sapientemente dalla cottura impeccabile
1316|Molta varietà di...|Molta varietà di bruschette e focacce, farcite con prodotti stagionali. Dolci artigianali e veramente buoni.|F&B|pos|molta varietà di bruschette e focacce farcite con prodotti stagionali dolci artigianali e veramente buoni
1317|Sapori autentici, ricette...|Sapori autentici, ricette curate nei minimi dettagli presentazioni bellissime da vedere oltre che da gustare.|F&B|pos|sapori autentici ricette curate nei minimi dettagli presentazioni bellissime da vedere oltre che da gustare
1318|Sapori autentici, ricette...|Sapori autentici, ricette curate nei minimi particolari, presentazioni bellissime da vedere oltre che da gustare.|F&B|pos|sapori autentici ricette curate nei minimi particolari presentazioni bellissime da vedere oltre che da gustare
1319|Un punto di...|Un punto di riferimento per chi ama la cucina vegana e per chi desidera scoprire quanto possa essere deliziosa.|F&B|pos|un punto di riferimento per chi ama la cucina vegana e per chi desidera scoprire quanto possa essere deliziosa
1320|Dehor interno all'albergo...|Dehor interno all'albergo molto carino e ben curato Buon servizio e buon cibo.|F&B|pos|dehor interno all albergo molto carino e ben curato buon servizio e buon cibo
1321|Dehor interno all'albergo...|Dehor interno all'albergo molto carino e ben strutturato. Buon servizio e buon cibo.|F&B|pos|dehor interno all albergo molto carino e ben strutturato buon servizio e buon cibo
1322|Al bar dell'albergo...|Al bar dell'albergo è possibile sorseggiare ottimi drink preparati da un barman molto preparato.|F&B|pos|al bar dell albergo é possibile sorseggiare ottimi drink preparati da un barman molto preparato
1323|Al bar dell'albergo...|Al bar dell'albergo è possibile bere ottimi drink preparati da un barman molto preparato.|F&B|pos|al bar dell albergo é possibile bere ottimi drink preparati da un barman molto preparato
1324|La zona colazione...|La zona colazione è in una bella sala decorata, piena di atmosfera|F&B|pos|la zona colazione é in una bella sala decorata piena di atmosfera
1325|La zona colazione...|La zona colazione è in una bella sala decorata, piena di colori.|F&B|pos|la zona colazione é in una bella sala decorata piena di colori
1326|Colazione e cena...|Colazione e cena a buffet buoni. Personale cordiale e accomodante|F&B|pos|colazione e cena a buffet buoni personale cordiale e accomodante
1327|La colazione era...|La colazione era buona con una scelta varia e un drink rilassante al bar la sera ottimo.|F&B|pos|la colazione era buona con una scelta varia e un drink rilassante al bar la sera ottimo
